Hour,Volume (NmL),Flow (nML/h)
1173.75,1853.3,4
1174,1854.4,4
1174.25,1855.4,4
1174.5,1856.4,4
1174.75,1857.4,4
1175,1858.4,4
1175.25,1859.5,4.4
1175.5,1861,6.2
1175.75,1862.6,6.2
1176,1864.1,6.2
1176.25,1865.7,6.2
1176.5,1866.7,4
1176.75,1867,1.3
1177,1867.3,1.3
1177.25,1867.7,1.3
1177.5,1868,1.3
1177.75,1868.3,1.3
1178,1868.6,1.3
1178.25,1868.9,1.3
1178.5,1869.2,1.3
1178.75,1869.6,1.3
1179,1869.9,1.3
1179.25,1870.2,1.3
1179.5,1870.5,1.3
1179.75,1870.8,1.3
1180,1871.2,1.3
1180.25,1871.5,1.3
1180.5,1871.8,1.3
1180.75,1872.1,1.3
1181,1872.4,1.3
1181.25,1872.8,1.3
1181.5,1873.1,1.3
1181.75,1873.4,1.3
1182,1873.7,1.3
1182.25,1874,1
1182.5,1874.2,0.8
1182.75,1874.4,0.8
1183,1874.6,0.8
1183.25,1874.8,0.8
1183.5,1875,0.8
1183.75,1875.2,0.8
1184,1875.4,0.8
1184.25,1875.6,0.8
1184.5,1875.8,0.8
1184.75,1876,0.8
1185,1876.2,0.8
1185.25,1876.4,0.8
1185.5,1876.6,0.8
1185.75,1876.8,0.8
1186,1877,0.8
1186.25,1877.2,0.8
1186.5,1877.4,0.8
1186.75,1877.6,0.8
1187,1877.8,0.8
1187.25,1878,0.8
1187.5,1878.2,0.8
1187.75,1878.4,0.8
1188,1878.6,0.8
1188.25,1878.8,0.8
1188.5,1879,0.8
1188.75,1879.2,0.8
1189,1879.4,0.8
1189.25,1879.6,0.8
1189.5,1879.8,0.8
1189.75,1880,0.8
1190,1880.2,0.8
1190.25,1880.4,0.8
1190.5,1880.6,0.8
1190.75,1880.8,0.8
1191,1881,0.8
1191.25,1881.2,0.9
1191.5,1881.5,1.2
1191.75,1881.8,1.2
1192,1882.1,1.2
1192.25,1882.4,1.2
1192.5,1882.7,1.2
1192.75,1883,1.2
1193,1883.3,1.2
1193.25,1883.6,1.2
1193.5,1883.9,1.2
1193.75,1884.2,1.2
1194,1884.5,1.2
1194.25,1884.8,1.2
1194.5,1885.1,1.2
1194.75,1885.3,1.2
1195,1885.6,1.2
1195.25,1885.9,1.2
1195.5,1886.2,1.2
1195.75,1886.5,1.2
1196,1886.8,1.2
1196.25,1887.1,1.2
1196.5,1887.4,1.2
1196.75,1887.7,1.2
1197,1888,1.2
1197.25,1888.3,1.2
1197.5,1903.3,60.2
1197.75,1904.1,2.8
1198,1904.8,2.8
1198.25,1905.5,2.8
1198.5,1906.2,2.8
1198.75,1906.9,2.8
1199,1907.6,2.8
1199.25,1908.3,2.8
1199.5,1909,2.8
1199.75,1909.7,2.8
1200,1910.4,2.7
1200.25,1910.9,1.9
1200.5,1911.4,1.9
1200.75,1911.8,1.9
1201,1912.3,1.9
1201.25,1912.8,1.9
1201.5,1913.3,1.9
1201.75,1913.7,1.9
1202,1914.2,1.9
1202.25,1914.7,1.9
1202.5,1915.1,1.9
1202.75,1915.6,1.9
1203,1916.1,1.9
1203.25,1916.6,1.9
1203.5,1917,1.9
1203.75,1917.5,1.9
1204,1917.8,1
1204.25,1917.9,0.7
1204.5,1918.1,0.7
1204.75,1918.3,0.7
1205,1918.4,0.7
1205.25,1918.6,0.7
1205.5,1918.8,0.7
1205.75,1919,0.7
1206,1919.1,0.7
1206.25,1919.3,0.7
1206.5,1919.5,0.7
1206.75,1919.7,0.7
1207,1919.8,0.7
1207.25,1920,0.7
1207.5,1920.2,0.7
1207.75,1920.4,0.7
1208,1920.5,0.7
1208.25,1920.7,0.7
1208.5,1920.9,0.7
1208.75,1921.1,0.7
1209,1921.2,0.7
1209.25,1921.4,0.7
1209.5,1921.6,0.7
1209.75,1921.7,0.7
1210,1921.9,0.7
1210.25,1922.1,0.7
1210.5,1922.3,0.7
1210.75,1922.4,0.7
1211,1922.6,0.7
1211.25,1922.8,0.7
1211.5,1923,0.7
1211.75,1923.1,0.7
1212,1923.3,0.7
1212.25,1923.5,0.7
1212.5,1923.7,0.7
1212.75,1923.8,0.7
1213,1924,0.7
1213.25,1924.2,0.7
1213.5,1924.4,0.7
1213.75,1924.5,0.7
1214,1924.7,0.7
1214.25,1924.9,0.7
1214.5,1925.1,1
1214.75,1925.4,1
1215,1925.6,1
1215.25,1925.9,1
1215.5,1926.2,1
1215.75,1926.4,1
1216,1926.7,1
1216.25,1926.9,1
1216.5,1927.2,1
1216.75,1927.4,1
1217,1927.7,1
1217.25,1927.9,1
1217.5,1928.2,1
1217.75,1928.5,1
1218,1928.7,1
1218.25,1929,1
1218.5,1929.2,1
1218.75,1929.5,1
1219,1929.7,1
1219.25,1930,1
1219.5,1930.3,1
1219.75,1930.5,1
1220,1930.8,1
1220.25,1931,1
1220.5,1931.3,1
1220.75,1931.5,1
1221,1931.8,1
1221.25,1932,1
1221.5,1947.1,60.1
1221.75,1947.9,3.1
1222,1948.6,3.1
1222.25,1949.4,3.1
1222.5,1950.2,3.1
1222.75,1951,3.1
1223,1951.7,3.1
1223.25,1952.5,3.1
1223.5,1953.3,3.1
1223.75,1954,3.1
1224,1954.8,3
1224.25,1955.6,3
1224.5,1956.3,3
1224.75,1957.1,3
1225,1957.8,3
1225.25,1958.6,3
1225.5,1959.4,3
1225.75,1960.1,3
1226,1960.9,3
1226.25,1961.4,2.3
1226.5,1961.8,1.5
1226.75,1962.2,1.5
1227,1962.6,1.5
1227.25,1963,1.5
1227.5,1963.3,1.5
1227.75,1963.7,1.5
1228,1964.1,1.5
1228.25,1964.5,1.5
1228.5,1964.9,1.5
1228.75,1965.2,1.5
1229,1965.6,1.5
1229.25,1966,1.5
1229.5,1966.4,1.5
1229.75,1966.8,1.5
1230,1967.1,1.5
1230.25,1967.5,1.5
1230.5,1967.9,1.5
1230.75,1968.3,1.5
1231,1968.6,1.3
1231.25,1968.8,1
1231.5,1969.1,1
1231.75,1969.3,1
1232,1969.6,1
1232.25,1969.8,1
1232.5,1970.1,1
1232.75,1970.3,1
1233,1970.6,1
1233.25,1970.8,1
1233.5,1971.1,1
1233.75,1971.3,1
1234,1971.6,1
1234.25,1971.8,1
1234.5,1972.1,1
1234.75,1972.3,1
1235,1972.6,1
1235.25,1972.8,1
1235.5,1973.1,1
1235.75,1973.3,1
1236,1973.6,1
1236.25,1973.8,1
1236.5,1974.1,1
1236.75,1974.3,1
1237,1974.6,1
1237.25,1974.8,1
1237.5,1975,1
1237.75,1975.3,1
1238,1975.5,1
1238.25,1975.8,1
1238.5,1976,1
1238.75,1976.3,1
1239,1976.5,1
1239.25,1976.8,1
1239.5,1977,1
1239.75,1977.3,1
1240,1977.5,1
1240.25,1977.8,1
1240.5,1978,1
1240.75,1978.3,1
1241,1978.5,1
1241.25,1978.8,1
1241.5,1979,1
1241.75,1979.3,1
1242,1979.5,1
1242.25,1979.8,1
1242.5,1980,1
1242.75,1980.3,1
1243,1980.5,1
1243.25,1980.8,1
1243.5,1981,1
1243.75,1981.3,1
1244,1981.5,1
1244.25,1981.8,1
1244.5,1982,1
1244.75,1982.3,1
1245,1982.5,1
1245.25,1982.8,1
1245.5,1997.8,60.2
1245.75,1998.8,3.9
1246,1999.8,3.9
1246.25,2000.8,3.9
1246.5,2001.7,3.9
1246.75,2002.7,3.9
1247,2003.7,3.9
1247.25,2004.7,4
1247.5,2006.1,5.5
1247.75,2007.4,5.5
1248,2008.8,5.5
1248.25,2010.2,5.5
1248.5,2011.6,5.5
1248.75,2012.4,3.3
1249,2013.2,2.9
1249.25,2013.9,2.9
1249.5,2014.6,2.9
1249.75,2015.3,2.9
1250,2016.1,2.9
1250.25,2016.8,2.9
1250.5,2017.5,2.9
1250.75,2018.2,2.9
1251,2019,2.9
1251.25,2019.4,1.7
1251.5,2019.8,1.6
1251.75,2020.2,1.6
1252,2020.6,1.6
1252.25,2021,1.6
1252.5,2021.4,1.6
1252.75,2021.9,1.6
1253,2022.3,1.6
1253.25,2022.7,1.6
1253.5,2023.1,1.6
1253.75,2023.5,1.6
1254,2023.9,1.6
1254.25,2024.3,1.6
1254.5,2024.7,1.6
1254.75,2025.2,1.6
1255,2025.6,1.6
1255.25,2026,1.6
1255.5,2026.4,1.7
1255.75,2026.8,1.7
1256,2027.3,1.7
1256.25,2027.7,1.7
1256.5,2028.1,1.7
1256.75,2028.6,1.7
1257,2029,1.7
1257.25,2029.4,1.7
1257.5,2029.9,1.7
1257.75,2030.3,1.7
1258,2030.7,1.7
1258.25,2031.2,1.7
1258.5,2031.6,1.7
1258.75,2032,1.7
1259,2032.5,1.7
1259.25,2032.9,1.7
1259.5,2033.3,1.7
1259.75,2033.7,1.5
1260,2034,1.4
1260.25,2034.4,1.4
1260.5,2034.8,1.4
1260.75,2035.1,1.4
1261,2035.5,1.4
1261.25,2035.8,1.4
1261.5,2036.2,1.4
1261.75,2036.5,1.4
1262,2036.9,1.4
1262.25,2037.2,1.4
1262.5,2037.6,1.4
1262.75,2038,1.4
1263,2038.3,1.4
1263.25,2038.7,1.4
1263.5,2039,1.4
1263.75,2039.4,1.4
1264,2039.7,1.4
1264.25,2040.1,1.4
1264.5,2040.4,1.4
1264.75,2040.8,1.5
1265,2041.2,1.5
1265.25,2041.6,1.5
1265.5,2041.9,1.5
1265.75,2042.3,1.5
1266,2042.7,1.5
1266.25,2043.1,1.5
1266.5,2043.5,1.5
1266.75,2043.8,1.5
1267,2044.2,1.5
1267.25,2044.6,1.5
1267.5,2045,1.5
1267.75,2045.3,1.5
1268,2045.7,1.5
1268.25,2046.1,1.5
1268.5,2046.5,1.5
1268.75,2046.8,1.5
1269,2047.2,1.5
1269.25,2047.6,1.5
1269.5,2055.6,32
1269.75,2056.9,5.2
1270,2058.2,5.2
1270.25,2059.5,5.2
1270.5,2060.8,5.2
1270.75,2062.1,5.2
1271,2111.8,198.9
1271.25,2115.2,13.6
1271.5,2115.3,0.3
1271.75,2115.4,0.3
1272,2115.5,0.3
1272.25,2115.6,0.3
1272.5,2115.7,0.3
1272.75,2115.7,0.3
1273,2115.8,0.3
1273.25,2115.9,0.3
1273.5,2116,0.3
1273.75,2116.1,0.3
1274,2116.1,0.3
1274.25,2116.2,0.3
1274.5,2116.3,0.3
1274.75,2116.4,0.3
1275,2116.5,0.3
1275.25,2116.5,0.3
1275.5,2116.6,0.3
1275.75,2116.7,0.3
1276,2116.8,0.3
1276.25,2116.9,0.3
1276.5,2116.9,0.3
1276.75,2117,0.3
1277,2117.1,0.3
1277.25,2117.2,0.3
1277.5,2117.3,0.3
1277.75,2117.3,0.3
1278,2117.4,0.3
1278.25,2117.5,0.3
1278.5,2117.6,0.3
1278.75,2117.7,0.3
1279,2117.7,0.3
1279.25,2117.8,0.3
1279.5,2117.9,0.3
1279.75,2118,0.3
1280,2118.1,0.3
1280.25,2118.2,0.3
1280.5,2118.2,0.3
1280.75,2118.3,0.3
1281,2118.4,0.3
1281.25,2118.5,0.3
1281.5,2118.6,0.3
1281.75,2118.6,0.3
1282,2118.7,0.3
1282.25,2118.8,0.3
1282.5,2118.9,0.3
1282.75,2119,0.3
1283,2119,0.3
1283.25,2119.1,0.3
1283.5,2119.2,0.3
1283.75,2119.3,0.3
1284,2119.4,0.3
1284.25,2119.4,0.3
1284.5,2119.5,0.3
1284.75,2119.6,0.3
1285,2119.7,0.3
1285.25,2119.8,0.3
1285.5,2119.8,0.3
1285.75,2119.9,0.3
1286,2120,0.3
1286.25,2120.1,0.3
1286.5,2120.2,0.3
1286.75,2120.3,0.3
1287,2120.3,0.3
1287.25,2120.4,0.3
1287.5,2120.5,0.3
1287.75,2120.6,0.3
1288,2120.7,0.3
1288.25,2120.7,0.3
1288.5,2120.8,0.3
1288.75,2120.9,0.3
1289,2121,0.3
1289.25,2121.1,0.3
1289.5,2121.1,0.3
1289.75,2121.2,0.3
1290,2121.3,0.3
1290.25,2121.4,0.3
1290.5,2121.5,0.3
1290.75,2121.5,0.3
1291,2121.6,0.3
1291.25,2121.7,0.3
1291.5,2121.8,0.3
1291.75,2121.9,0.3
1292,2121.9,0.3
1292.25,2122,0.3
1292.5,2122.1,0.3
1292.75,2122.2,0.3
1293,2122.3,0.3
1293.25,2122.4,0.3
1293.5,2129.9,30.2
1293.75,2130.6,2.8
1294,2131.3,2.8
1294.25,2132,2.8
1294.5,2132.7,2.8
1294.75,2133.5,2.8
1295,2134.2,2.8
1295.25,2134.9,2.8
1295.5,2135.6,2.8
1295.75,2136.3,2.8
1296,2137,2.8
1296.25,2137.6,2.6
1296.5,2138.3,2.6
1296.75,2139,2.6
1297,2139.6,2.6
1297.25,2140.3,2.6
1297.5,2140.9,2.6
1297.75,2141.6,2.6
1298,2142.2,2.6
1298.25,2142.9,2.6
1298.5,2143.6,2.6
1298.75,2144.1,2.2
1299,2144.5,1.7
1299.25,2145,1.7
1299.5,2145.4,1.7
1299.75,2145.8,1.7
1300,2146.3,1.7
1300.25,2146.7,1.7
1300.5,2147.1,1.7
1300.75,2147.5,1.7
1301,2148,1.7
1301.25,2148.4,1.7
1301.5,2148.8,1.7
1301.75,2149.3,1.7
1302,2149.7,1.7
1302.25,2150.1,1.7
1302.5,2150.6,1.7
1302.75,2151,1.7
1303,2151.3,1.3
1303.25,2151.6,1.1
1303.5,2151.9,1.1
1303.75,2152.1,1.1
1304,2152.4,1.1
1304.25,2152.7,1.1
1304.5,2153,1.1
1304.75,2153.3,1.1
1305,2153.6,1.1
1305.25,2153.8,1.1
1305.5,2154.1,1.1
1305.75,2154.4,1.1
1306,2154.7,1.1
1306.25,2155,1.1
1306.5,2155.2,1.1
1306.75,2155.5,1.1
1307,2155.8,1.1
1307.25,2156.1,1.1
1307.5,2156.4,1.1
1307.75,2156.7,1.1
1308,2156.9,1.1
1308.25,2157.2,1.1
1308.5,2157.5,1.1
1308.75,2157.8,1.1
1309,2158.1,1.1
1309.25,2158.4,1.3
1309.5,2158.8,1.8
1309.75,2159.3,1.8
1310,2159.8,1.8
1310.25,2160.2,1.8
1310.5,2160.7,1.8
1310.75,2161.1,1.8
1311,2161.6,1.8
1311.25,2162,1.8
1311.5,2162.5,1.8
1311.75,2163,1.8
1312,2163.4,1.8
1312.25,2163.9,1.8
1312.5,2164.3,1.8
1312.75,2164.8,1.8
1313,2165.2,1.8
1313.25,2165.7,1.8
1313.5,2166.1,1.7
1313.75,2166.5,1.7
1314,2167,1.7
1314.25,2167.4,1.7
1314.5,2167.8,1.7
1314.75,2168.2,1.7
1315,2168.7,1.7
1315.25,2169.1,1.7
1315.5,2169.5,1.7
1315.75,2169.9,1.7
1316,2170.4,1.7
1316.25,2170.8,1.7
1316.5,2171.2,1.7
1316.75,2171.6,1.7
1317,2172.1,1.7
1317.25,2172.5,1.7
1317.5,2187.2,59
1317.75,2187.4,0.5
1318,2187.5,0.5
1318.25,2187.6,0.5
1318.5,2187.8,0.5
1318.75,2187.9,0.5
1319,2188,0.5
1319.25,2188.2,0.5
1319.5,2188.3,0.5
1319.75,2188.4,0.5
1320,2188.6,0.5
1320.25,2188.7,0.5
1320.5,2188.8,0.5
1320.75,2188.9,0.5
1321,2189.1,0.5
1321.25,2189.2,0.5
1321.5,2189.3,0.5
1321.75,2189.5,0.5
1322,2189.6,0.5
1322.25,2189.7,0.5
1322.5,2189.9,0.5
1322.75,2190,0.5
1323,2190.1,0.5
1323.25,2190.3,0.5
1323.5,2190.4,0.5
1323.75,2190.5,0.5
1324,2190.7,0.5
1324.25,2190.8,0.5
1324.5,2190.9,0.5
1324.75,2191.1,0.5
1325,2191.2,0.5
1325.25,2191.3,0.5
1325.5,2191.5,0.5
1325.75,2191.6,0.5
1326,2191.7,0.5
1326.25,2191.9,0.5
1326.5,2192,0.5
1326.75,2192.1,0.5
1327,2192.2,0.5
1327.25,2192.4,0.5
1327.5,2192.5,0.5
1327.75,2192.6,0.5
1328,2192.8,0.5
1328.25,2192.9,0.5
1328.5,2193,0.5
1328.75,2193.2,0.5
1329,2193.3,0.5
1329.25,2193.4,0.5
1329.5,2193.6,0.5
1329.75,2193.7,0.5
1330,2193.8,0.5
1330.25,2194,0.5
1330.5,2194.1,0.5
1330.75,2194.2,0.5
1331,2194.4,0.5
1331.25,2194.5,0.6
1331.5,2194.7,0.7
1331.75,2194.9,0.7
1332,2195.1,0.7
1332.25,2195.2,0.7
1332.5,2195.4,0.7
1332.75,2195.6,0.7
1333,2195.8,0.7
1333.25,2196,0.7
1333.5,2196.1,0.7
1333.75,2196.3,0.7
1334,2196.5,0.7
1334.25,2196.7,0.7
1334.5,2196.9,0.7
1334.75,2197,0.7
1335,2197.2,0.7
1335.25,2197.4,0.7
1335.5,2197.6,0.7
1335.75,2197.8,0.7
1336,2197.9,0.7
1336.25,2198.1,0.7
1336.5,2198.3,0.7
1336.75,2198.5,0.7
1337,2198.7,0.7
1337.25,2198.8,0.7
1337.5,2199,0.7
1337.75,2199.2,0.7
1338,2199.4,0.7
1338.25,2199.5,0.7
1338.5,2199.7,0.7
1338.75,2199.9,0.7
1339,2200.1,0.7
1339.25,2200.3,0.7
1339.5,2200.4,0.7
1339.75,2200.6,0.7
1340,2200.8,0.7
1340.25,2201,0.7
1340.5,2201.2,0.7
1340.75,2201.3,0.7
1341,2201.5,0.7
1341.25,2201.7,0.7
1341.5,2223.9,88.8
1341.75,2224,0.5
1342,2224.1,0.5
1342.25,2224.3,0.5
1342.5,2224.4,0.5
1342.75,2224.5,0.5
1343,2224.6,0.5
1343.25,2224.7,0.5
1343.5,2224.8,0.5
1343.75,2225,0.5
1344,2225.1,0.5
1344.25,2225.2,0.5
1344.5,2225.3,0.5
1344.75,2225.4,0.5
1345,2225.6,0.5
1345.25,2225.7,0.5
1345.5,2225.8,0.5
1345.75,2225.9,0.5
1346,2226,0.5
1346.25,2226.1,0.5
1346.5,2226.3,0.5
1346.75,2226.4,0.5
1347,2226.5,0.5
1347.25,2226.6,0.5
1347.5,2226.7,0.5
1347.75,2226.8,0.5
1348,2227,0.5
1348.25,2227.1,0.5
1348.5,2227.2,0.5
1348.75,2227.3,0.5
1349,2227.4,0.5
1349.25,2227.6,0.5
1349.5,2227.7,0.5
1349.75,2227.8,0.5
1350,2227.9,0.5
1350.25,2228,0.5
1350.5,2228.1,0.5
1350.75,2228.3,0.5
1351,2228.4,0.5
1351.25,2228.5,0.5
1351.5,2228.6,0.5
1351.75,2228.7,0.5
1352,2228.8,0.5
1352.25,2229,0.5
1352.5,2229.1,0.5
1352.75,2229.2,0.5
1353,2229.3,0.5
1353.25,2229.4,0.5
1353.5,2229.6,0.5
1353.75,2229.7,0.5
1354,2229.8,0.5
1354.25,2229.9,0.5
1354.5,2230,0.5
1354.75,2230.1,0.5
1355,2230.3,0.5
1355.25,2230.4,0.5
1355.5,2230.5,0.5
1355.75,2230.6,0.5
1356,2230.7,0.5
1356.25,2230.8,0.5
1356.5,2231,0.5
1356.75,2231.1,0.5
1357,2231.2,0.5
1357.25,2231.5,1.2
1357.5,2231.8,1.2
1357.75,2232.1,1.2
1358,2232.4,1.2
1358.25,2232.7,1.2
1358.5,2233,1.2
1358.75,2233.3,1.2
1359,2233.7,1.2
1359.25,2234,1.2
1359.5,2234.3,1.2
1359.75,2234.6,1.2
1360,2234.9,1.2
1360.25,2235.2,1.2
1360.5,2235.5,1.2
1360.75,2235.8,1.2
1361,2236.1,1.2
1361.25,2236.4,1.2
1361.5,2236.7,1.2
1361.75,2237,1.2
1362,2237.3,1.2
1362.25,2237.6,1.2
1362.5,2237.9,1.2
1362.75,2238.2,1.2
1363,2238.5,1.2
1363.25,2239.3,3.1
1363.5,2240.1,3.1
1363.75,2240.8,3.1
1364,2241.6,3.1
1364.25,2242.4,3.1
1364.5,2243.2,3.1
1364.75,2243.9,3.1
1365,2244.7,3.1
1365.25,2245.5,3.1
1365.5,2260.6,60.5
1365.75,2260.7,0.4
1366,2260.8,0.4
1366.25,2260.9,0.4
1366.5,2261,0.4
1366.75,2261.1,0.4
1367,2261.1,0.4
1367.25,2261.2,0.4
1367.5,2261.3,0.4
1367.75,2261.4,0.4
1368,2261.5,0.4
1368.25,2261.6,0.4
1368.5,2261.7,0.4
1368.75,2261.8,0.4
1369,2261.9,0.4
1369.25,2262,0.4
1369.5,2262.1,0.4
1369.75,2262.2,0.4
1370,2262.2,0.4
1370.25,2262.3,0.4
1370.5,2262.4,0.4
1370.75,2262.5,0.4
1371,2262.6,0.4
1371.25,2262.7,0.4
1371.5,2262.8,0.4
1371.75,2262.9,0.4
1372,2263,0.4
1372.25,2263.1,0.4
1372.5,2263.2,0.4
1372.75,2263.2,0.4
1373,2263.3,0.4
1373.25,2263.4,0.4
1373.5,2263.5,0.4
1373.75,2263.6,0.4
1374,2263.7,0.4
1374.25,2263.8,0.4
1374.5,2263.9,0.4
1374.75,2264,0.4
1375,2264.1,0.4
1375.25,2264.2,0.4
1375.5,2264.3,0.4
1375.75,2264.3,0.4
1376,2264.4,0.4
1376.25,2264.5,0.4
1376.5,2264.6,0.4
1376.75,2264.7,0.4
1377,2264.8,0.4
1377.25,2264.9,0.4
1377.5,2265,0.4
1377.75,2265.1,0.4
1378,2265.2,0.4
1378.25,2265.3,0.4
1378.5,2265.3,0.4
1378.75,2265.4,0.4
1379,2265.5,0.4
1379.25,2265.6,0.4
1379.5,2265.7,0.4
1379.75,2265.8,0.4
1380,2265.9,0.4
1380.25,2266,0.4
1380.5,2266.1,0.4
1380.75,2266.2,0.4
1381,2266.3,0.4
1381.25,2266.3,0.4
1381.5,2266.4,0.4
1381.75,2266.5,0.4
1382,2266.6,0.4
1382.25,2266.7,0.4
1382.5,2266.8,0.4
1382.75,2266.9,0.4
1383,2267,0.4
1383.25,2267.1,0.4
1383.5,2267.2,0.4
1383.75,2267.3,0.4
1384,2267.4,0.4
1384.25,2267.4,0.4
1384.5,2267.5,0.4
1384.75,2267.6,0.4
1385,2267.7,0.4
1385.25,2267.8,0.4
1385.5,2267.9,0.4
1385.75,2268.3,1.5
1386,2268.8,1.9
1386.25,2269.2,1.9
1386.5,2269.7,1.9
1386.75,2270.2,1.9
1387,2270.7,1.9
1387.25,2271.2,1.9
1387.5,2271.7,1.9
1387.75,2272.2,1.9
1388,2272.6,1.9
1388.25,2273.1,1.9
1388.5,2273.6,1.9
1388.75,2274.1,1.9
1389,2274.6,1.9
1389.25,2275.1,1.9
1389.5,2290.1,60.3
1389.75,2290.2,0.4
1390,2290.3,0.4
1390.25,2290.4,0.4
1390.5,2290.5,0.4
1390.75,2290.6,0.4
1391,2290.7,0.4
1391.25,2290.8,0.4
1391.5,2290.9,0.4
1391.75,2290.9,0.4
1392,2291,0.4
1392.25,2291.1,0.4
1392.5,2291.2,0.4
1392.75,2291.3,0.4
1393,2291.4,0.4
1393.25,2291.5,0.4
1393.5,2291.6,0.4
1393.75,2291.7,0.4
1394,2291.8,0.4
1394.25,2291.9,0.4
1394.5,2291.9,0.4
1394.75,2292,0.4
1395,2292.1,0.4
1395.25,2292.2,0.4
1395.5,2292.3,0.4
1395.75,2292.4,0.4
1396,2292.5,0.4
1396.25,2292.6,0.4
1396.5,2292.7,0.4
1396.75,2292.8,0.4
1397,2292.9,0.4
1397.25,2292.9,0.4
1397.5,2293,0.4
1397.75,2293.1,0.4
1398,2293.2,0.4
1398.25,2293.3,0.4
1398.5,2293.4,0.4
1398.75,2293.5,0.4
1399,2293.6,0.4
1399.25,2293.7,0.4
1399.5,2293.8,0.4
1399.75,2293.8,0.4
1400,2293.9,0.4
1400.25,2294,0.4
1400.5,2294.1,0.4
1400.75,2294.2,0.4
1401,2294.3,0.4
1401.25,2294.4,0.4
1401.5,2294.5,0.4
1401.75,2294.6,0.4
1402,2294.7,0.4
1402.25,2294.8,0.4
1402.5,2294.8,0.4
1402.75,2294.9,0.4
1403,2295,0.4
1403.25,2295.1,0.4
1403.5,2295.2,0.4
1403.75,2295.3,0.4
1404,2295.4,0.4
1404.25,2295.5,0.4
1404.5,2295.6,0.4
1404.75,2295.7,0.4
1405,2295.8,0.4
1405.25,2295.8,0.4
1405.5,2295.9,0.4
1405.75,2296,0.4
1406,2296.1,0.4
1406.25,2296.2,0.4
1406.5,2296.3,0.4
1406.75,2296.4,0.4
1407,2296.5,0.4
1407.25,2296.6,0.4
1407.5,2296.7,0.4
1407.75,2296.7,0.4
1408,2296.8,0.4
1408.25,2296.9,0.4
1408.5,2297,0.4
1408.75,2297.1,0.4
1409,2297.2,0.4
1409.25,2297.3,0.4
1409.5,2297.4,0.4
1409.75,2297.6,0.8
1410,2298.1,2
1410.25,2298.6,2
1410.5,2299.1,2
1410.75,2299.6,2
1411,2300.1,2
1411.25,2300.6,2
1411.5,2301.1,2
1411.75,2301.6,2
1412,2302.1,2
1412.25,2302.6,2
1412.5,2303.1,2
1412.75,2303.6,2
1413,2304.1,2
1413.25,2304.6,2
1413.5,2319.6,60.2
1413.75,2319.7,0.3
1414,2319.8,0.3
1414.25,2319.9,0.3
1414.5,2319.9,0.3
1414.75,2320,0.3
1415,2320.1,0.3
1415.25,2320.2,0.3
1415.5,2320.2,0.3
1415.75,2320.3,0.3
1416,2320.4,0.3
1416.25,2320.5,0.3
1416.5,2320.5,0.3
1416.75,2320.6,0.3
1417,2320.7,0.3
1417.25,2320.8,0.3
1417.5,2320.8,0.3
1417.75,2320.9,0.3
1418,2321,0.3
1418.25,2321.1,0.3
1418.5,2321.2,0.3
1418.75,2321.2,0.3
1419,2321.3,0.3
1419.25,2321.4,0.3
1419.5,2321.5,0.3
1419.75,2321.5,0.3
1420,2321.6,0.3
1420.25,2321.7,0.3
1420.5,2321.8,0.3
1420.75,2321.8,0.3
1421,2321.9,0.3
1421.25,2322,0.3
1421.5,2322.1,0.3
1421.75,2322.1,0.3
1422,2322.2,0.3
1422.25,2322.3,0.3
1422.5,2322.4,0.3
1422.75,2322.5,0.3
1423,2322.5,0.3
1423.25,2322.6,0.3
1423.5,2322.7,0.3
1423.75,2322.8,0.3
1424,2322.8,0.3
1424.25,2322.9,0.3
1424.5,2323,0.3
1424.75,2323.1,0.3
1425,2323.1,0.3
1425.25,2323.2,0.3
1425.5,2323.3,0.3
1425.75,2323.4,0.3
1426,2323.5,0.3
1426.25,2323.5,0.3
1426.5,2323.6,0.3
1426.75,2323.7,0.3
1427,2323.8,0.3
1427.25,2323.8,0.3
1427.5,2323.9,0.3
1427.75,2324,0.3
1428,2324.1,0.3
1428.25,2324.1,0.3
1428.5,2324.2,0.3
1428.75,2324.3,0.3
1429,2324.4,0.3
1429.25,2324.4,0.3
1429.5,2324.5,0.3
1429.75,2324.6,0.3
1430,2324.7,0.3
1430.25,2324.8,0.3
1430.5,2324.8,0.3
1430.75,2324.9,0.3
1431,2325,0.3
1431.25,2325.1,0.3
1431.5,2325.1,0.3
1431.75,2325.2,0.3
1432,2325.3,0.3
1432.25,2325.4,0.3
1432.5,2325.4,0.3
1432.75,2325.5,0.3
1433,2325.6,0.3
1433.25,2325.7,0.3
1433.5,2325.8,0.3
1433.75,2325.8,0.3
1434,2325.9,0.3
1434.25,2326,0.3
1434.5,2326.1,0.3
1434.75,2326.1,0.3
1435,2326.2,0.3
1435.25,2326.3,0.3
1435.5,2326.4,0.3
1435.75,2326.4,0.3
1436,2326.5,0.3
1436.25,2326.6,0.3
1436.5,2326.7,0.3
1436.75,2326.7,0.3
1437,2326.8,0.3
1437.25,2326.9,0.3
1437.5,2334.4,30
1437.75,2334.5,0.4
1438,2334.6,0.4
1438.25,2334.7,0.4
1438.5,2334.8,0.4
1438.75,2334.9,0.4
1439,2335,0.4
1439.25,2335.1,0.4
1439.5,2335.2,0.4
1439.75,2335.4,0.4
1440,2335.5,0.4
1440.25,2335.6,0.4
1440.5,2335.7,0.4
